0,0,0,4416750
0,0,0,4416750
0,0,2,4198908
0,0,4,4249376
0,0,6,4220664
0,0,8,4249376
0,2,0,4142166
0,2,2,4191952
0,2,4,4220664
0,2,6,4220664
0,2,8,4192146
0,4,0,4170537
0,4,2,4191952
0,4,4,4220664
0,4,6,4191952
0,4,8,4185090
0,6,2,4220664
0,6,4,4220664
0,6,6,4220664
0,6,8,4192146
0,8,0,4198908
0,8,2,4198908
0,8,4,4191952
0,8,6,4220664
0,8,8,4192146
0,10,0,4177152
0,10,2,4148736
0,10,4,4198908
0,10,6,4220664
0,10,8,4192146
0,12,0,4177152
0,12,2,4177152
0,12,4,4177152
0,12,6,4198908
0,12,8,4170537
0,14,0,4155396
0,14,2,4177152
0,14,4,4198908
0,14,6,4177152
0,14,8,4198908
0,16,0,4155396
0,16,2,4155396
0,16,4,4205568
0,16,6,4227472
0,16,8,4227279
0,18,0,4205376
0,18,2,4233984
0,18,4,4227472
0,18,6,4227472
0,18,8,4249182
2,0,0,4227472
2,0,2,4256036
2,0,4,4249376
2,0,6,4242420
2,0,8,4213755
2,2,0,4198908
2,2,2,4220664
2,2,4,4191952
2,2,6,4220664
2,2,8,4192146
2,4,0,4227279
2,4,2,4191952
2,4,4,4220664
2,4,6,4242420
2,4,8,4220664
2,6,0,4220664
2,6,2,4220664
2,6,4,4220664
2,6,6,4220664
2,6,8,4220664
2,8,0,4198908
2,8,2,4198908
2,8,4,4220664
2,8,6,4220664
2,8,8,4220664
2,10,0,4177152
2,10,2,4198908
2,10,4,4198908
2,10,6,4220664
2,10,8,4220664
2,12,0,4205568
2,12,2,4205568
2,12,4,4227472
2,12,6,4227472
2,12,8,4227472
2,14,0,4183664
2,14,2,4233984
2,14,4,4233984
2,14,6,4177152
2,14,8,4256036
2,16,0,4183664
2,16,2,4183664
2,16,4,4233984
2,16,6,4256036
2,16,8,4284793
2,18,0,4205568
2,18,2,4233984
2,18,4,4233984
2,18,6,4256036
2,18,8,4255650
4,0,0,4220664
4,0,2,4198908
4,0,4,4220664
4,0,6,4220664
4,0,8,4220664
4,2,0,4170344
4,2,2,4220664
4,2,4,4220664
4,2,6,4220664
4,2,8,4192146
4,4,0,4198908
4,4,2,4220664
4,4,4,4220664
4,4,6,4192146
4,4,8,4192146
4,6,0,4227472
4,6,2,4220664
4,6,4,4220664
4,6,6,4249376
4,6,8,4220664
4,8,0,4198908
4,8,2,4198908
4,8,4,4220664
4,8,6,4278088
4,8,8,4249376
4,10,0,4256036
4,10,2,4227472
4,10,4,4227472
4,10,6,4220664
4,10,8,4249376
4,12,0,4183664
4,12,2,4233984
4,12,4,4256036
4,12,6,4256036
4,12,8,4198908
4,14,0,4211932
4,14,2,4205568
4,14,4,4256036
4,14,6,4233984
4,14,8,4255650
4,16,0,4211932
4,16,2,4262400
4,16,4,4262400
4,16,6,4256036
4,16,8,4255650
4,18,0,4262400
4,18,2,4233984
4,18,4,4284600
4,18,6,4255650
4,18,8,4335512
6,0,0,4198908
6,0,2,4198908
6,0,4,4220664
6,0,6,4213755
6,0,8,4213755
6,2,0,4227279
6,2,2,4220664
6,2,4,4220664
6,2,6,4220664
6,2,8,4192146
6,4,0,4220664
6,4,2,4249376
6,4,4,4192146
6,4,6,4220664
6,4,8,4271280
6,6,0,4227472
6,6,2,4249376
6,6,4,4249376
6,6,6,4192146
6,6,8,4192146
6,8,0,4227472
6,8,2,4256036
6,8,4,4278088
6,8,6,4249376
6,8,8,4220664
6,10,0,4205568
6,10,2,4256036
6,10,4,4227279
6,10,6,4249182
6,10,8,4220276
6,12,0,4233984
6,12,2,4233984
6,12,4,4256036
6,12,6,4256036
6,12,8,4227279
6,14,0,4240200
6,14,2,4262400
6,14,4,4284600
6,14,6,4262400
6,14,8,4284021
6,16,0,4240200
6,16,2,4290816
6,16,4,4262400
6,16,6,4233600
6,16,8,4284021
6,18,0,4262400
6,18,2,4313164
6,18,4,4290816
6,18,6,4313164
6,18,8,4284021
8,0,0,4227472
8,0,2,4198908
8,0,4,4220664
8,0,6,4242420
8,0,8,4213755
8,2,0,4198908
8,2,2,4249376
8,2,4,4192146
8,2,6,4220664
8,2,8,4192146
8,4,0,4249376
8,4,2,4249376
8,4,4,4249376
8,4,6,4220664
8,4,8,4192146
8,6,0,4227472
8,6,2,4249376
8,6,4,4220664
8,6,6,4220664
8,6,8,4191952
8,8,0,4284793
8,8,2,4256036
8,8,4,4278088
8,8,6,4220664
8,8,8,4249182
8,10,0,4262400
8,10,2,4284600
8,10,4,4227279
8,10,6,4277700
8,10,8,4220276
8,12,0,4240200
8,12,2,4233984
8,12,4,4262400
8,12,6,4255650
8,12,8,4226700
8,14,0,4268468
8,14,2,4233600
8,14,4,4233600
8,14,6,4284021
8,14,8,4226700
8,16,0,4240200
8,16,2,4268468
8,16,4,4290816
8,16,6,4261824
8,16,8,4254878
8,18,0,4290816
8,18,2,4261824
8,18,4,4284021
8,18,6,4284021
8,18,8,4254878
10,0,0,4220664
10,0,2,4198908
10,0,4,4220664
10,0,6,4163628
10,0,8,4135304
10,2,0,4227472
10,2,2,4220664
10,2,4,4192146
10,2,6,4192146
10,2,8,4191952
10,4,0,4227472
10,4,2,4249376
10,4,4,4249376
10,4,6,4220664
10,4,8,4191952
10,6,0,4256036
10,6,2,4249182
10,6,4,4220664
10,6,6,4220664
10,6,8,4191952
10,8,0,4284600
10,8,2,4256036
10,8,4,4249182
10,8,6,4277700
10,8,8,4220276
10,10,0,4262400
10,10,2,4284600
10,10,4,4256036
10,10,6,4248600
10,10,8,4220276
10,12,0,4240200
10,12,2,4233600
10,12,4,4255650
10,12,6,4255650
10,12,8,4226700
10,14,0,4268468
10,14,2,4233600
10,14,4,4284021
10,14,6,4232832
10,14,8,4254878
10,16,0,4268468
10,16,2,4290816
10,16,4,4261824
10,16,6,4254878
10,16,8,4253720
10,18,0,4319232
10,18,2,4319232
10,18,4,4283056
10,18,6,4283056
10,18,8,4283056
12,0,0,4227279
12,0,2,4227472
12,0,4,4192146
12,0,6,4163628
12,0,8,4220664
12,2,0,4256036
12,2,2,4249376
12,2,4,4220664
12,2,6,4220664
12,2,8,4191952
12,4,0,4278088
12,4,2,4278088
12,4,4,4249182
12,4,6,4220276
12,4,8,4220276
12,6,0,4284600
12,6,2,4278088
12,6,4,4249182
12,6,6,4220276
12,6,8,4191370
12,8,0,4291200
12,8,2,4255650
12,8,4,4249182
12,8,6,4248600
12,8,8,4220276
12,10,0,4262400
12,10,2,4255650
12,10,4,4255650
12,10,6,4248600
12,10,8,4248600
12,12,0,4268468
12,12,2,4261824
12,12,4,4255650
12,12,6,4226700
12,12,8,4225735
12,14,0,4296736
12,14,2,4290816
12,14,4,4232832
12,14,6,4254878
12,14,8,4225735
12,16,0,4290816
12,16,2,4239627
12,16,4,4232832
12,16,6,4225735
12,16,8,4225735
12,18,0,4319232
12,18,2,4312392
12,18,4,4260864
12,18,6,4253720
12,18,8,4224384
14,0,0,4249182
14,0,2,4227472
14,0,4,4249376
14,0,6,4220664
14,0,8,4213755
14,2,0,4284793
14,2,2,4278088
14,2,4,4220664
14,2,6,4220664
14,2,8,4191952
14,4,0,4284793
14,4,2,4278088
14,4,4,4220664
14,4,6,4191952
14,4,8,4220276
14,6,0,4306994
14,6,2,4278088
14,6,4,4249182
14,6,6,4220276
14,6,8,4219500
14,8,0,4284600
14,8,2,4284600
14,8,4,4277700
14,8,6,4248600
14,8,8,4219500
14,10,0,4262400
14,10,2,4313164
14,10,4,4255650
14,10,6,4219500
14,10,8,4190400
14,12,0,4240200
14,12,2,4290816
14,12,4,4255650
14,12,6,4225735
14,12,8,4196592
14,14,0,4268468
14,14,2,4290816
14,14,4,4260864
14,14,6,4203840
14,14,8,4196592
14,16,0,4296736
14,16,2,4260864
14,16,4,4260864
14,16,6,4253720
14,16,8,4224384
14,18,0,4347648
14,18,2,4260864
14,18,4,4260864
14,18,6,4281705
14,18,8,4274208
16,0,0,4255650
16,0,2,4256036
16,0,4,4220664
16,0,6,4249182
16,0,8,4220664
16,2,0,4284793
16,2,2,4278088
16,2,4,4249376
16,2,6,4220664
16,2,8,4191952
16,4,0,4284793
16,4,2,4278088
16,4,4,4249182
16,4,6,4271085
16,4,8,4191952
16,6,0,4335900
16,6,2,4306800
16,6,4,4249182
16,6,6,4277700
16,6,8,4220276
16,8,0,4342307
16,8,2,4313550
16,8,4,4277700
16,8,6,4248600
16,8,8,4219500
16,10,0,4319808
16,10,2,4284600
16,10,4,4255650
16,10,6,4248600
16,10,8,4219500
16,12,0,4319232
16,12,2,4290048
16,12,4,4284021
16,12,6,4254878
16,12,8,4225735
16,14,0,4325004
16,14,2,4319232
16,14,4,4312392
16,14,6,4174848
16,14,8,4225735
16,16,0,4296736
16,16,2,4260864
16,16,4,4231680
16,16,6,4281705
16,16,8,4195048
16,18,0,4318272
16,18,2,4318272
16,18,4,4288896
16,18,6,4252176
16,18,8,4244526
18,0,0,4306800
18,0,2,4256036
18,0,4,4249376
18,0,6,4220664
18,0,8,4220664
18,2,0,4313550
18,2,2,4278088
18,2,4,4249376
18,2,6,4220664
18,2,8,4191952
18,4,0,4284793
18,4,2,4306994
18,4,4,4249182
18,4,6,4242420
18,4,8,4191952
18,6,0,4306994
18,6,2,4278088
18,6,4,4278088
18,6,6,4249182
18,6,8,4220276
18,8,0,4342307
18,8,2,4284600
18,8,4,4277700
18,8,6,4248600
18,8,8,4248600
18,10,0,4319808
18,10,2,4313164
18,10,4,4284021
18,10,6,4219500
18,10,8,4219500
18,12,0,4348416
18,12,2,4290048
18,12,4,4284021
18,12,6,4225735
18,12,8,4225735
18,14,0,4296736
18,14,2,4290048
18,14,4,4288896
18,14,6,4231680
18,14,8,4218336
18,16,0,4347648
18,16,2,4288896
18,16,4,4231680
18,16,6,4311234
18,16,8,4224384
18,18,0,4346496
18,18,2,4340763
18,18,4,4316928
18,18,6,4252176
18,18,8,4244526
